date,total_profit,number_of_trades,long_trades,short_trades,long_profit,short_profit,cumulative_profit
2022-07-06,282.24999999999994,4,2,2,346.84,-64.59,188250.01000000007
2022-07-07,-76.76,9,4,5,84.77,-161.53,188173.25000000006
2022-07-08,197.78,2,1,1,101.08,96.7,188371.03000000006
2022-07-11,-3.510000000000005,9,4,5,69.34,-72.85000000000002,188367.52000000005
2022-07-12,-183.13,11,6,5,-29.960000000000004,-153.17000000000002,188184.39000000004
2022-07-13,7.329999999999984,13,7,6,-65.67,73.0,188191.72000000003
2022-07-14,128.2,12,6,6,-57.099999999999994,185.29999999999998,188319.92000000004
2022-07-15,-31.269999999999996,2,1,1,-50.3,19.03,188288.65000000005
2022-07-18,233.17,8,4,4,351.61,-118.44,188521.82000000007
2022-07-19,229.79999999999998,6,3,3,285.99,-56.19,188751.62000000005
2022-07-20,79.64000000000001,7,3,4,26.25,53.390000000000015,188831.26000000007
2022-07-21,433.06,5,3,2,355.84000000000003,77.22,189264.32000000007
2022-07-22,3.950000000000003,9,4,5,108.65000000000003,-104.70000000000002,189268.27000000008
2022-07-25,766.58,3,1,2,265.36,501.21999999999997,190034.85000000006
2022-07-26,14.880000000000003,3,2,1,-37.07,51.95,190049.73000000007
2022-07-27,133.64999999999998,15,8,7,304.28999999999996,-170.64,190183.38000000006
2022-07-28,-49.15,19,10,9,106.38,-155.53,190134.23000000007
2022-07-29,319.48,3,2,1,67.85999999999999,251.62,190453.71000000008
2022-08-01,26.819999999999983,13,6,7,210.46,-183.64000000000001,190480.5300000001
2022-08-02,324.28999999999996,9,5,4,301.4,22.889999999999986,190804.8200000001
2022-08-03,150.68000000000004,10,5,5,142.98000000000002,7.700000000000008,190955.5000000001
2022-08-04,838.55,2,1,1,263.16,575.39,191794.05000000008
2022-08-05,-224.73000000000002,21,10,11,-93.02000000000001,-131.70999999999998,191569.32000000007
2022-08-08,335.66999999999996,14,7,7,351.23,-15.560000000000002,191904.99000000008
2022-08-10,-134.07999999999998,22,11,11,-56.99,-77.09,191770.9100000001
2022-08-11,-16.96000000000001,11,6,5,71.90999999999998,-88.87,191753.9500000001
2022-08-12,57.00000000000001,12,6,6,70.06,-13.059999999999995,191810.9500000001
2022-08-16,323.78999999999996,2,1,1,102.37,221.42,192134.7400000001
2022-08-17,19.980000000000008,15,7,8,91.44,-71.46000000000001,192154.72000000012
2022-08-18,529.0799999999999,2,1,1,302.69,226.39,192683.8000000001
2022-08-19,234.12,7,4,3,-200.45000000000002,434.57000000000005,192917.9200000001
2022-08-22,-258.52,16,8,8,-215.41,-43.11,192659.4000000001
2022-08-23,70.01,5,2,3,404.38,-334.37,192729.41000000012
2022-08-24,129.79999999999995,15,7,8,326.35999999999996,-196.55999999999997,192859.2100000001
2022-08-25,6.52000000000001,6,3,3,-97.4,103.92000000000002,192865.7300000001
2022-08-26,121.97,1,1,0,121.97,0.0,192987.7000000001
2022-08-29,149.24,1,1,0,149.24,0.0,193136.9400000001
2022-08-30,500.46,8,4,4,642.0799999999999,-141.62,193637.40000000008
2022-09-01,241.76,1,1,0,241.76,0.0,193879.1600000001
2022-09-02,121.42999999999999,3,1,2,40.99,80.44,194000.59000000008
2022-09-05,8.829999999999998,14,7,7,10.170000000000012,-1.3400000000000016,194009.42000000007
2022-09-06,639.13,6,4,2,213.24,425.89,194648.55000000008
2022-09-07,26.150000000000006,3,2,1,19.210000000000008,6.94,194674.70000000007
2022-09-08,99.39000000000001,10,5,5,185.89000000000001,-86.5,194774.09000000008
2022-09-09,218.35,4,2,2,44.6,173.75,194992.4400000001
2022-09-13,26.720000000000002,13,6,7,16.63,10.08999999999999,195019.1600000001
2022-09-14,873.9300000000001,9,5,4,835.35,38.579999999999984,195893.09000000008
2022-09-15,490.72,1,0,1,0.0,490.72,196383.81000000008
2022-09-16,223.4,5,3,2,72.41,150.99,196607.21000000008
2022-09-19,-193.14000000000001,14,7,7,-146.59,-46.55000000000001,196414.07000000007
2022-09-20,103.13999999999999,16,9,7,77.25999999999999,25.879999999999995,196517.21000000008
2022-09-21,329.03999999999996,5,3,2,153.17,175.87,196846.2500000001
2022-09-22,543.4499999999999,12,6,6,145.95,397.5,197389.7000000001
2022-09-23,-308.37,17,9,8,-252.82999999999998,-55.54000000000001,197081.3300000001
2022-09-26,-91.97999999999999,7,4,3,-234.96000000000004,142.98,196989.3500000001
2022-09-27,650.97,4,2,2,137.77,513.2,197640.3200000001
2022-09-28,-45.05,1,1,0,-45.05,0.0,197595.2700000001
2022-09-29,46.519999999999996,7,4,3,29.379999999999992,17.14,197641.7900000001
2022-09-30,731.15,12,6,6,895.35,-164.2,198372.9400000001
2022-10-03,-131.26,7,4,3,-98.34,-32.92,198241.68000000008
2022-10-04,980.64,9,5,4,1029.47,-48.83,199222.3200000001
2022-10-06,38.980000000000004,11,6,5,-2.5399999999999956,41.52000000000001,199261.3000000001
2022-10-07,83.78999999999999,11,6,5,220.76,-136.97,199345.0900000001
2022-10-10,619.39,6,3,3,584.59,34.799999999999955,199964.48000000013
2022-10-11,668.23,3,2,1,255.03,413.2,200632.71000000014
2022-10-12,44.26999999999997,23,12,11,140.6,-96.33000000000001,200676.98000000013
2022-10-13,717.23,9,4,5,177.42000000000002,539.81,201394.21000000014
2022-10-14,-369.77,13,6,7,-279.89,-89.87999999999997,201024.44000000015
2022-10-17,-174.39,10,5,5,14.060000000000002,-188.45,200850.05000000013
2022-10-18,-222.2,18,9,9,-43.540000000000006,-178.66000000000003,200627.85000000012
2022-10-19,438.20000000000005,3,2,1,151.54000000000002,286.66,201066.05000000013
2022-10-20,-42.97000000000003,18,9,9,82.50999999999999,-125.48000000000003,201023.08000000013
2022-10-21,386.52,16,8,8,347.27,39.25,201409.60000000012
2022-10-24,-23.42,1,0,1,0.0,-23.42,201386.1800000001
2022-10-25,280.36,1,0,1,0.0,280.36,201666.5400000001
2022-10-27,247.33,1,1,0,247.33,0.0,201913.87000000008
2022-10-28,-39.099999999999994,11,6,5,-15.969999999999999,-23.13,201874.77000000008
2022-10-31,-42.09000000000001,10,5,5,22.349999999999998,-64.44,201832.68000000008
2022-11-01,-172.33,11,6,5,-197.85,25.51999999999998,201660.3500000001
2022-11-02,-178.53,21,11,10,-289.17,110.64,201481.8200000001
2022-11-03,548.8,2,1,1,427.42,121.38,202030.62000000008
2022-11-04,-65.84,4,2,2,-11.830000000000002,-54.010000000000005,201964.7800000001
2022-11-07,-104.97999999999999,3,1,2,-37.04,-67.94,201859.80000000008
2022-11-09,-9.999999999999986,3,1,2,-6.41,-3.589999999999989,201849.80000000008
2022-11-10,221.13000000000002,9,5,4,170.51,50.620000000000005,202070.93000000008
2022-11-11,84.82999999999998,7,3,4,67.88999999999999,16.939999999999998,202155.76000000007
2022-11-14,49.43000000000001,3,1,2,-44.4,93.83000000000001,202205.19000000006
2022-11-16,-221.82,16,8,8,-59.81999999999999,-162.0,201983.37000000005
2022-11-17,-92.23000000000002,19,10,9,-49.5,-42.73000000000003,201891.14000000004
2022-11-18,141.08999999999997,8,4,4,113.63,27.460000000000008,202032.23000000004
2022-11-21,-72.31,1,0,1,0.0,-72.31,201959.92000000004
2022-11-22,-69.71,1,0,1,0.0,-69.71,201890.21000000005
2022-11-23,-17.499999999999993,17,8,9,5.090000000000005,-22.589999999999996,201872.71000000005
2022-11-24,83.1,11,5,6,120.88,-37.779999999999994,201955.81000000006
2022-11-25,314.81,8,4,4,85.42999999999999,229.38,202270.62000000005
2022-11-28,308.72,4,2,2,215.26,93.46000000000001,202579.34000000005
2022-11-29,155.79,4,2,2,-14.23,170.01999999999998,202735.13000000006
2022-11-30,518.7,8,4,4,349.57000000000005,169.13,203253.83000000007
2022-12-01,206.54000000000002,2,1,1,66.68,139.86,203460.37000000008
2022-12-02,60.21000000000002,5,3,2,49.95000000000002,10.26,203520.58000000007
2022-12-05,-128.89999999999998,7,3,4,8.300000000000004,-137.2,203391.68000000008
2022-12-06,-153.85,7,4,3,-109.11999999999999,-44.73,203237.83000000007
2022-12-07,420.52,5,3,2,200.49,220.03,203658.35000000006
2022-12-08,49.35,9,4,5,120.56,-71.21,203707.70000000007
2022-12-09,302.72,10,5,5,140.8,161.92,204010.42000000007
2022-12-13,3.5,9,4,5,42.730000000000004,-39.23,204013.92000000007
2022-12-14,-36.44999999999999,12,6,6,-0.5499999999999994,-35.899999999999984,203977.47000000006
2022-12-15,-242.32999999999998,11,6,5,-163.33,-79.0,203735.14000000007
2022-12-16,-42.209999999999994,5,3,2,-37.39,-4.82,203692.93000000008
2022-12-19,13.94,1,1,0,13.94,0.0,203706.87000000008
2022-12-20,-168.63000000000002,7,3,4,-27.130000000000024,-141.5,203538.24000000008
2022-12-21,806.6,4,2,2,-0.4200000000000017,807.02,204344.84000000008
2022-12-22,243.68,6,3,3,163.44000000000003,80.24000000000001,204588.52000000008
2022-12-23,-269.84,14,8,6,-288.97,19.13,204318.68000000008
2022-12-26,242.69,14,7,7,343.84,-101.15,204561.37000000008
2022-12-27,-222.03,3,1,2,-51.04,-170.99,204339.34000000008
2022-12-28,-380.73,22,11,11,-224.24,-156.49,203958.61000000007
2022-12-29,528.23,7,4,3,606.0,-77.77,204486.84000000008
2022-12-30,68.58999999999997,6,3,2,-176.42000000000002,217.35999999999999,204555.43000000008
