date,total_profit,number_of_trades,long_trades,short_trades,long_profit,short_profit,cumulative_profit
2017-01-02,377.72,9,4,5,83.51,294.21000000000004,377.72
2017-01-03,313.86,5,3,2,252.57999999999998,61.28,691.58
2017-01-04,51.89,11,6,5,-20.580000000000002,72.47,743.47
2017-01-05,-7.380000000000006,9,4,5,12.319999999999993,-19.7,736.09
2017-01-06,30.31,1,0,1,0.0,30.31,766.4
2017-01-10,-56.98,3,1,2,-5.55,-51.43,709.42
2017-01-11,212.14,13,6,7,234.20000000000002,-22.06000000000001,921.56
2017-01-12,37.62,1,0,1,0.0,37.62,959.18
2017-01-16,45.16000000000001,7,3,4,72.37,-27.21,1004.3399999999999
2017-01-17,117.61,10,5,5,11.909999999999997,105.70000000000002,1121.9499999999998
2017-01-18,62.480000000000004,10,5,5,17.35,45.13,1184.4299999999998
2017-01-19,89.96000000000001,6,3,3,59.010000000000005,30.950000000000003,1274.3899999999999
2017-01-20,-95.84,11,6,5,-152.07000000000002,56.230000000000004,1178.55
2017-01-23,103.74,1,1,0,103.74,0.0,1282.29
2017-01-24,-30.85,12,6,6,10.020000000000001,-40.870000000000005,1251.44
2017-01-25,222.72,8,4,4,267.83,-45.11,1474.16
2017-01-27,35.86,16,8,8,70.75,-34.890000000000015,1510.02
2017-01-30,22.59,5,3,2,-5.46,28.05,1532.61
2017-01-31,-34.980000000000004,19,10,9,-21.12,-13.859999999999996,1497.6299999999999
2017-02-01,-60.44999999999999,17,8,9,196.54000000000002,-256.99,1437.1799999999998
2017-02-02,217.03000000000003,10,5,5,94.16000000000001,122.87,1654.2099999999998
2017-02-03,15.040000000000001,9,4,5,28.92,-13.880000000000004,1669.2499999999998
2017-02-06,65.00999999999999,6,3,3,3.25,61.75999999999999,1734.2599999999998
2017-02-07,58.86000000000001,7,4,3,39.38,19.480000000000004,1793.1199999999997
2017-02-08,167.65999999999997,17,9,8,91.25999999999999,76.39999999999999,1960.7799999999997
2017-02-09,153.26,3,2,1,118.68,34.58,2114.04
2017-02-10,-218.13,25,12,13,-164.64,-53.49000000000001,1895.9099999999999
2017-02-13,131.28000000000003,17,8,9,70.63000000000002,60.65000000000002,2027.1899999999998
2017-02-14,45.129999999999995,3,2,1,13.079999999999998,32.05,2072.3199999999997
2017-02-15,160.08,4,2,2,8.4,151.68,2232.3999999999996
2017-02-16,-17.18,4,2,2,-15.15,-2.0299999999999976,2215.22
2017-02-17,364.28000000000003,2,1,1,58.05,306.23,2579.5
2017-02-20,65.07,2,1,1,82.14,-17.07,2644.57
2017-02-21,120.86,10,5,5,164.36,-43.5,2765.4300000000003
2017-02-22,-110.86,14,7,7,-49.319999999999986,-61.54000000000001,2654.57
2017-02-23,-12.39,3,1,2,-75.83,63.44,2642.1800000000003
2017-02-27,19.590000000000003,12,6,6,-42.849999999999994,62.44,2661.7700000000004
2017-02-28,31.259999999999998,4,2,2,34.73,-3.4699999999999998,2693.0300000000007
2017-03-01,10.91,1,0,1,0.0,10.91,2703.9400000000005
2017-03-02,-25.64999999999999,19,9,10,-155.43,129.78,2678.2900000000004
2017-03-03,-27.040000000000003,23,12,11,-40.17,13.129999999999988,2651.2500000000005
2017-03-06,189.98999999999998,12,6,6,148.87,41.12,2841.2400000000002
2017-03-07,32.65,12,6,6,11.63,21.02,2873.8900000000003
2017-03-08,221.18,8,4,4,129.15,92.03000000000002,3095.07
2017-03-09,-82.09,21,10,11,22.38,-104.47,3012.98
2017-03-10,194.89000000000001,4,2,2,60.06,134.83,3207.87
2017-03-14,60.89,4,2,2,27.42,33.47,3268.7599999999998
2017-03-15,121.78999999999999,4,2,2,85.83,35.959999999999994,3390.5499999999997
2017-03-16,0.89,1,0,1,0.0,0.89,3391.4399999999996
2017-03-17,-100.39999999999999,18,9,9,-78.5,-21.900000000000002,3291.0399999999995
2017-03-20,-44.9,30,15,15,-44.760000000000005,-0.13999999999999524,3246.1399999999994
2017-03-21,24.76000000000001,16,8,8,-35.92999999999999,60.69000000000001,3270.8999999999996
2017-03-22,-19.189999999999998,6,3,3,-29.14,9.950000000000003,3251.7099999999996
2017-03-23,50.1,4,2,2,53.67,-3.57,3301.8099999999995
2017-03-24,-41.58999999999998,9,4,5,59.07000000000001,-100.66,3260.2199999999993
2017-03-27,166.7,4,2,2,94.84,71.86,3426.919999999999
2017-03-28,-28.18,7,3,4,10.0,-38.18000000000001,3398.7399999999993
2017-03-29,-48.58,13,6,7,38.599999999999994,-87.17999999999999,3350.1599999999994
2017-03-30,-152.70000000000002,13,6,7,72.28,-224.98000000000002,3197.4599999999996
2017-03-31,-0.81,1,1,0,-0.81,0.0,3196.6499999999996
2017-04-03,-17.429999999999993,16,8,8,-5.82,-11.609999999999992,3179.22
2017-04-05,-54.72,10,5,5,30.21,-84.93,3124.5
2017-04-06,-77.0,15,8,7,1.9600000000000009,-78.96,3047.5
2017-04-07,-1.95,1,1,0,-1.95,0.0,3045.55
2017-04-10,-94.21,14,7,7,-21.53,-72.68,2951.34
2017-04-11,-92.71,19,10,9,0.05000000000000071,-92.76,2858.63
2017-04-12,285.26,4,2,2,116.57999999999998,168.68,3143.8900000000003
2017-04-13,-10.530000000000001,13,7,6,-24.349999999999998,13.819999999999995,3133.36
2017-04-17,41.64999999999999,20,10,10,-38.78,80.42999999999999,3175.01
2017-04-18,156.67000000000002,8,4,4,-25.049999999999997,181.72000000000003,3331.6800000000003
2017-04-19,164.95,5,3,2,50.699999999999996,114.25,3496.63
2017-04-20,12.04,1,1,0,12.04,0.0,3508.67
2017-04-21,18.59000000000001,9,4,5,30.060000000000002,-11.470000000000004,3527.26
2017-04-24,-93.71,21,11,10,46.18000000000001,-139.89,3433.55
2017-04-25,-202.47,15,7,8,-64.53,-137.94,3231.0800000000004
2017-04-26,247.17,9,5,4,211.86,35.31,3478.2500000000005
2017-04-27,-14.559999999999999,11,5,6,1.620000000000001,-16.179999999999996,3463.6900000000005
2017-04-28,-51.089999999999996,10,5,5,43.989999999999995,-95.08,3412.6000000000004
2017-05-02,208.57,2,1,1,48.15,160.42,3621.1700000000005
2017-05-03,74.31,1,0,1,0.0,74.31,3695.4800000000005
2017-05-04,-135.13,9,4,5,41.279999999999994,-176.41,3560.3500000000004
2017-05-05,141.45,2,1,1,36.6,104.85,3701.8
2017-05-08,68.71000000000001,3,1,2,35.57,33.14,3770.51
2017-05-09,-98.27000000000001,24,12,12,-36.83,-61.44,3672.2400000000002
2017-05-10,-182.16,21,10,11,-55.3,-126.86000000000001,3490.0800000000004
2017-05-11,-32.18999999999999,12,6,6,-19.91,-12.28,3457.8900000000003
2017-05-12,-21.05000000000001,15,8,7,-43.489999999999995,22.439999999999998,3436.84
2017-05-15,16.230000000000004,17,8,9,26.480000000000004,-10.249999999999996,3453.07
2017-05-16,-0.25,17,8,9,64.34,-64.59,3452.82
2017-05-17,11.150000000000006,3,2,1,12.970000000000006,-1.82,3463.9700000000003
2017-05-18,34.9,5,3,2,-24.4,59.3,3498.8700000000003
2017-05-19,469.57,3,2,1,275.84000000000003,193.73,3968.4400000000005
2017-05-22,66.63000000000001,8,4,4,-37.79,104.41999999999999,4035.0700000000006
2017-05-23,299.39,6,3,3,129.95,169.44,4334.460000000001
2017-05-24,-80.28,6,3,3,-20.879999999999995,-59.4,4254.180000000001
2017-05-25,125.21000000000001,11,5,6,300.01,-174.8,4379.390000000001
2017-05-26,-131.46,20,10,10,36.24999999999999,-167.71,4247.930000000001
2017-05-29,188.57,2,1,1,-19.18,207.75,4436.500000000001
2017-05-30,148.78,2,1,1,155.73,-6.95,4585.280000000001
2017-05-31,-40.94,5,2,3,23.17,-64.11,4544.340000000001
2017-06-01,235.75,3,1,2,77.33,158.42,4780.090000000001
2017-06-02,2.6,1,0,1,0.0,2.6,4782.690000000001
2017-06-05,5.79,1,0,1,0.0,5.79,4788.480000000001
2017-06-06,38.28,1,0,1,0.0,38.28,4826.760000000001
2017-06-07,36.91,9,4,5,68.58,-31.67,4863.670000000001
2017-06-08,-2.730000000000004,4,2,2,-16.08,13.349999999999994,4860.940000000001
2017-06-09,-10.570000000000004,16,8,8,102.35999999999999,-112.93,4850.370000000002
2017-06-12,3.1099999999999977,11,6,5,-43.39,46.5,4853.480000000001
2017-06-13,6.219999999999995,15,8,7,-7.8600000000000065,14.079999999999998,4859.700000000002
2017-06-14,-33.010000000000005,21,11,10,-16.24999999999999,-16.760000000000005,4826.690000000001
2017-06-15,-9.14,12,6,6,1.7100000000000009,-10.850000000000001,4817.550000000001
2017-06-16,74.98,7,3,4,55.44,19.540000000000003,4892.530000000001
2017-06-19,114.00999999999999,10,5,5,128.9,-14.89,5006.540000000001
2017-06-20,-18.32,1,1,0,-18.32,0.0,4988.220000000001
2017-06-21,95.25,6,3,3,80.93,14.32,5083.470000000001
2017-06-22,73.38,8,4,4,32.34,41.040000000000006,5156.850000000001
2017-06-23,114.57,11,6,5,-11.169999999999998,125.74,5271.420000000001
2017-06-27,274.28999999999996,7,4,3,59.109999999999985,215.18,5545.710000000001
2017-06-28,70.48,1,1,0,70.48,0.0,5616.1900000000005
2017-06-29,307.72,2,1,1,54.67,253.05,5923.910000000001
2017-06-30,165.84,3,2,1,172.01,-6.17,6089.750000000001
2017-07-03,16.009999999999998,8,4,4,51.98,-35.97,6105.760000000001
2017-07-04,31.580000000000005,10,5,5,2.7600000000000042,28.820000000000007,6137.340000000001
2017-07-05,111.73000000000002,5,3,2,107.42,4.3100000000000005,6249.0700000000015
2017-07-06,76.1,11,5,6,60.21,15.89,6325.170000000002
2017-07-07,31.79000000000001,14,7,7,13.710000000000004,18.080000000000005,6356.960000000002
2017-07-10,-73.91,1,0,1,0.0,-73.91,6283.050000000002
2017-07-11,118.42,1,0,1,0.0,118.42,6401.470000000002
2017-07-12,-24.499999999999996,12,6,6,12.810000000000002,-37.31,6376.970000000002
2017-07-13,-12.989999999999998,5,2,3,-20.22,7.23,6363.980000000002
2017-07-14,-50.61,4,2,2,-14.68,-35.93000000000001,6313.370000000003
2017-07-17,-94.28,18,9,9,-37.239999999999995,-57.040000000000006,6219.090000000003
2017-07-18,100.67999999999999,4,2,2,11.05,89.63,6319.770000000003
2017-07-19,137.33,1,1,0,137.33,0.0,6457.100000000003
2017-07-20,44.58,6,3,3,14.439999999999998,30.14,6501.680000000003
2017-07-21,94.54,4,2,2,89.51,5.029999999999998,6596.220000000003
2017-07-24,37.14000000000001,15,8,7,93.9,-56.76,6633.360000000003
2017-07-25,-64.73,2,1,1,-88.5,23.77,6568.630000000004
2017-07-26,-0.78,1,0,1,0.0,-0.78,6567.850000000004
2017-07-27,-173.12,9,4,5,-158.35999999999999,-14.759999999999998,6394.730000000004
2017-07-28,91.03999999999999,7,3,4,87.62,3.4199999999999973,6485.770000000004
2017-07-31,-38.99,18,9,9,74.67,-113.66000000000001,6446.780000000004
2017-08-01,71.43,8,4,4,48.28,23.15,6518.210000000005
2017-08-02,15.270000000000003,2,1,1,-46.91,62.18,6533.480000000005
2017-08-03,-37.5,6,4,2,-61.89999999999999,24.4,6495.980000000005
2017-08-04,110.76000000000002,14,7,7,150.43,-39.669999999999995,6606.740000000005
2017-08-07,-4.900000000000006,5,2,3,-19.0,14.100000000000001,6601.840000000006
2017-08-08,-154.55,7,4,3,-52.0,-102.55000000000001,6447.290000000005
2017-08-09,207.18,4,2,2,65.25999999999999,141.92,6654.470000000006
2017-08-10,-216.35000000000002,6,3,3,-62.72,-153.63,6438.120000000005
2017-08-11,-22.900000000000006,16,8,8,54.269999999999996,-77.17000000000002,6415.220000000006
2017-08-14,41.97,3,1,2,-3.8,45.77,6457.190000000006
2017-08-16,236.32000000000002,6,3,3,249.16000000000003,-12.840000000000003,6693.510000000006
2017-08-17,12.829999999999995,3,2,1,-87.75,100.58,6706.340000000006
2017-08-18,68.82,1,1,0,68.82,0.0,6775.160000000005
2017-08-21,67.54999999999998,4,2,2,-65.4,132.95,6842.7100000000055
2017-08-22,70.51,20,10,10,84.04,-13.529999999999998,6913.220000000006
2017-08-23,8.540000000000003,5,2,3,81.27,-72.73,6921.760000000006
2017-08-24,-103.76,4,2,2,-70.0,-33.760000000000005,6818.0000000000055
2017-08-28,17.17,1,0,1,0.0,17.17,6835.1700000000055
2017-08-29,-195.18,15,8,7,-122.56,-72.61999999999999,6639.990000000005
2017-08-30,59.07,11,6,5,57.67999999999999,1.3900000000000006,6699.060000000005
2017-08-31,-44.11,4,2,2,-17.23,-26.880000000000003,6654.950000000005
2017-09-01,-39.31999999999999,12,6,6,-6.919999999999996,-32.400000000000006,6615.630000000006
2017-09-04,111.94999999999999,8,5,3,-4.820000000000007,116.77000000000001,6727.580000000005
2017-09-05,153.3,3,1,2,56.06,97.24,6880.880000000006
2017-09-06,89.17000000000002,6,3,3,91.61000000000001,-2.4399999999999995,6970.050000000006
2017-09-07,28.6,4,2,2,-22.65,51.25,6998.650000000006
2017-09-08,31.590000000000003,2,1,1,42.34,-10.75,7030.240000000006
2017-09-11,92.14,9,4,5,132.74,-40.6,7122.3800000000065
2017-09-12,-54.620000000000005,11,5,6,15.029999999999998,-69.65,7067.760000000007
2017-09-13,7.020000000000002,12,6,6,-18.17,25.190000000000005,7074.780000000007
2017-09-14,70.06,18,9,9,71.64000000000001,-1.5799999999999983,7144.840000000007
2017-09-15,-168.70000000000002,25,12,13,-83.52000000000001,-85.17999999999999,6976.140000000008
2017-09-18,-43.21,8,4,4,-20.18,-23.03,6932.930000000008
2017-09-19,56.48,15,8,7,23.22,33.260000000000005,6989.410000000007
2017-09-20,-7.300000000000002,11,6,5,-28.76,21.459999999999997,6982.110000000007
2017-09-21,181.07999999999998,5,3,2,13.66,167.42,7163.190000000007
2017-09-22,-80.19999999999999,13,7,6,-108.58,28.380000000000006,7082.990000000007
2017-09-25,121.53,8,4,4,-25.92,147.45,7204.520000000007
2017-09-26,193.03,7,3,4,148.74,44.28999999999999,7397.550000000007
2017-09-27,269.04,10,5,5,-65.56,334.6,7666.5900000000065
2017-09-28,380.04,4,2,2,356.14,23.9,8046.6300000000065
2017-09-29,30.940000000000005,4,2,2,-47.379999999999995,78.32,8077.570000000006
2017-10-03,-85.9,21,11,10,-40.99000000000002,-44.91,7991.670000000006
2017-10-04,-76.43,2,1,1,-46.63,-29.8,7915.240000000006
2017-10-05,-55.96000000000001,23,12,11,-28.639999999999997,-27.320000000000004,7859.280000000006
2017-10-06,31.069999999999997,8,4,4,63.230000000000004,-32.160000000000004,7890.350000000006
2017-10-09,28.57,1,0,1,0.0,28.57,7918.9200000000055
2017-10-10,4.5600000000000005,4,2,2,21.12,-16.560000000000002,7923.480000000006
2017-10-11,261.43,7,4,3,-28.560000000000002,289.99,8184.910000000006
2017-10-12,-5.499999999999989,22,11,11,97.22,-102.72,8179.410000000006
2017-10-13,32.96,7,3,4,12.350000000000001,20.61,8212.370000000006
2017-10-16,335.38,3,1,2,119.37,216.01,8547.750000000005
2017-10-17,195.37,2,1,1,37.52,157.85,8743.120000000006
2017-10-18,46.580000000000005,7,4,3,-1.9499999999999957,48.53,8789.700000000006
2017-10-19,0.0,1,1,0,0.0,0.0,8789.700000000006
2017-10-23,-195.49,19,9,10,9.560000000000008,-205.05,8594.210000000006
2017-10-24,-35.739999999999995,11,5,6,-47.959999999999994,12.22,8558.470000000007
2017-10-25,-22.600000000000005,5,2,3,134.76,-157.36,8535.870000000006
2017-10-27,-39.82,5,3,2,-8.700000000000001,-31.12,8496.050000000007
2017-10-30,-7.719999999999992,7,3,4,-18.55,10.830000000000005,8488.330000000007
2017-10-31,26.71,1,0,1,0.0,26.71,8515.040000000006
2017-11-01,-39.43,9,4,5,-13.05,-26.380000000000003,8475.610000000006
2017-11-02,106.96,2,1,1,-14.39,121.35,8582.570000000005
2017-11-03,-42.160000000000004,18,9,9,16.300000000000015,-58.46,8540.410000000005
2017-11-06,51.03,4,2,2,-15.15,66.18,8591.440000000006
2017-11-07,14.499999999999995,7,4,3,-107.66,122.16,8605.940000000006
2017-11-08,59.07,1,1,0,59.07,0.0,8665.010000000006
2017-11-09,119.16,1,1,0,119.16,0.0,8784.170000000006
2017-11-10,62.98,11,5,6,181.53,-118.54999999999998,8847.150000000005
2017-11-13,-22.82,5,3,2,-65.6,42.78,8824.330000000005
2017-11-14,100.7,13,7,6,23.22,77.48,8925.030000000006
2017-11-16,-60.96,9,4,5,-32.04,-28.920000000000005,8864.070000000007
2017-11-17,167.78,1,0,1,0.0,167.78,9031.850000000008
2017-11-20,60.2,2,1,1,53.25,6.95,9092.050000000008
2017-11-21,10.400000000000004,11,6,5,-35.11,45.510000000000005,9102.450000000008
2017-11-22,145.78000000000003,3,2,1,58.300000000000004,87.48,9248.230000000009
2017-11-23,128.14,3,2,1,62.04,66.1,9376.370000000008
2017-11-24,62.86,3,1,2,36.32,26.54,9439.230000000009
2017-11-27,52.17999999999999,4,2,2,63.949999999999996,-11.77,9491.410000000009
2017-11-28,-7.860000000000011,16,8,8,-4.189999999999998,-3.6700000000000017,9483.550000000008
2017-11-29,1.77,3,2,1,2.35,-0.58,9485.320000000009
2017-11-30,123.52,11,6,5,-63.08,186.60000000000002,9608.84000000001
2017-12-01,159.08,4,3,1,1.7300000000000004,157.35,9767.92000000001
2017-12-04,94.71000000000001,19,10,9,-32.03000000000001,126.74000000000001,9862.630000000008
2017-12-05,163.59,14,7,7,168.24,-4.650000000000006,10026.220000000008
2017-12-06,120.99000000000001,4,3,1,1.7899999999999998,119.2,10147.210000000008
2017-12-07,115.53999999999999,6,3,3,117.46,-1.9199999999999982,10262.75000000001
2017-12-08,-47.82000000000001,22,11,11,7.759999999999995,-55.58,10214.93000000001
2017-12-11,13.04,3,1,2,-6.85,19.89,10227.97000000001
2017-12-12,-13.41,9,5,4,-20.819999999999997,7.41,10214.56000000001
2017-12-13,235.62999999999997,15,8,7,103.71999999999998,131.91,10450.19000000001
2017-12-14,-1.5600000000000076,10,5,5,139.76,-141.32,10448.63000000001
2017-12-15,8.72,1,0,1,0.0,8.72,10457.35000000001
2017-12-18,587.4,1,1,0,587.4,0.0,11044.75000000001
2017-12-19,13.3,1,0,1,0.0,13.3,11058.050000000008
2017-12-20,11.090000000000003,3,2,1,-57.78,68.87,11069.140000000009
2017-12-21,-83.92,13,7,6,-55.7,-28.22,10985.220000000008
2017-12-22,82.07,4,2,2,58.95,23.12,11067.290000000008
2017-12-26,-2.98,1,0,1,0.0,-2.98,11064.310000000009
2017-12-27,110.05,4,2,2,-6.97,117.02000000000001,11174.360000000008
2017-12-28,-43.18,9,5,4,3.6900000000000013,-46.87,11131.180000000008
2017-12-29,-54.150000000000006,27,14,13,14.579999999999997,-68.73,11077.030000000008
2018-01-01,-156.78,22,12,10,-94.05000000000001,-62.730000000000004,10920.250000000007
2018-01-02,20.09,3,2,1,26.34,-6.25,10940.340000000007
2018-01-03,36.87,11,6,5,-21.150000000000002,58.019999999999996,10977.210000000008
2018-01-04,-50.86,11,5,6,14.800000000000002,-65.66,10926.350000000008
2018-01-05,-60.17,10,5,5,-14.940000000000001,-45.23,10866.180000000008
2018-01-08,46.17,8,4,4,-6.550000000000001,52.72,10912.350000000008
2018-01-09,10.81,7,4,3,38.059999999999995,-27.25,10923.160000000007
2018-01-10,140.68,7,4,3,13.249999999999993,127.43,11063.840000000007
2018-01-11,120.2,5,3,2,113.68,6.520000000000001,11184.040000000008
2018-01-12,221.30000000000004,8,4,4,117.37000000000002,103.93,11405.340000000007
2018-01-15,-14.51,4,2,2,10.23,-24.740000000000002,11390.830000000007
2018-01-16,-171.26,8,5,3,-165.28,-5.98,11219.570000000007
2018-01-17,-21.900000000000002,20,10,10,184.73,-206.62999999999997,11197.670000000007
2018-01-18,193.09,6,3,3,-22.740000000000002,215.83,11390.760000000007
2018-01-19,-1.13,1,0,1,0.0,-1.13,11389.630000000008
2018-01-22,-311.11,7,3,4,-118.44,-192.67,11078.520000000008
2018-01-23,-21.290000000000006,12,6,6,117.37,-138.66,11057.230000000007
2018-01-24,-93.68,22,11,11,-72.33,-21.349999999999994,10963.550000000007
2018-01-25,291.31,13,6,7,172.14999999999998,119.16000000000001,11254.860000000006
2018-01-29,58.57000000000001,10,5,5,11.099999999999998,47.470000000000006,11313.430000000006
2018-01-30,-51.57999999999999,15,8,7,-62.260000000000005,10.680000000000005,11261.850000000006
2018-01-31,190.23000000000002,2,1,1,186.83,3.4,11452.080000000005
2018-02-01,142.59,6,3,3,-43.730000000000004,186.32,11594.670000000006
2018-02-02,159.14000000000001,13,7,6,-53.910000000000004,213.05,11753.810000000005
2018-02-05,94.61,16,8,8,136.06,-41.45,11848.420000000006
2018-02-06,909.33,4,2,2,760.19,149.14,12757.750000000005
2018-02-07,-52.08,11,6,5,-162.98000000000002,110.9,12705.670000000006
2018-02-08,478.87,5,3,2,373.77000000000004,105.1,13184.540000000006
2018-02-09,-38.99000000000001,5,3,2,-25.89,-13.1,13145.550000000007
2018-02-12,-219.55,25,12,13,-61.72000000000001,-157.82999999999998,12926.000000000007
2018-02-14,190.9,8,4,4,26.770000000000003,164.13,13116.900000000007
2018-02-15,262.97,6,4,2,234.37,28.6,13379.870000000006
2018-02-16,227.2,6,3,3,-30.45,257.65,13607.070000000007
2018-02-19,284.36,7,4,3,176.99,107.37,13891.430000000008
2018-02-20,42.21000000000001,18,9,9,-48.00999999999999,90.22000000000003,13933.640000000007
2018-02-21,-134.88,23,12,11,-27.69000000000001,-107.18999999999998,13798.760000000007
2018-02-22,117.68999999999998,20,10,10,110.85999999999999,6.8300000000000045,13916.450000000008
2018-02-23,47.599999999999994,17,8,9,121.89999999999999,-74.3,13964.050000000008
2018-02-26,98.24,14,7,7,176.66,-78.42,14062.290000000008
2018-02-27,-72.48,5,3,2,-65.71,-6.7700000000000005,13989.810000000009
2018-02-28,85.94,8,4,4,77.18,8.759999999999994,14075.75000000001
2018-03-05,34.21999999999999,4,2,2,47.08,-12.860000000000001,14109.970000000008
2018-03-06,183.92000000000002,3,2,1,-10.26,194.18,14293.890000000009
2018-03-07,-22.02000000000001,9,5,4,-46.5,24.479999999999997,14271.870000000008
2018-03-08,198.73000000000002,16,8,8,145.95,52.78,14470.600000000008
2018-03-09,-41.08,5,3,2,-90.94,49.86,14429.520000000008
2018-03-12,241.27999999999997,8,4,4,279.6,-38.32,14670.800000000008
2018-03-13,-47.76999999999998,10,5,5,-162.6,114.83,14623.030000000008
2018-03-14,41.75,21,11,10,208.37,-166.62,14664.780000000008
2018-03-15,105.96000000000001,18,10,8,26.559999999999995,79.4,14770.740000000007
2018-03-16,53.81999999999999,8,4,4,-97.91000000000001,151.73000000000002,14824.560000000007
2018-03-19,-90.03,15,8,7,-112.54,22.509999999999998,14734.530000000006
2018-03-20,285.79999999999995,10,6,4,169.07999999999998,116.72,15020.330000000005
2018-03-21,88.27,12,6,6,-13.34,101.61000000000001,15108.600000000006
2018-03-22,63.84,12,6,6,21.540000000000006,42.3,15172.440000000006
2018-03-23,89.04,14,7,7,10.509999999999991,78.53,15261.480000000007
2018-03-26,52.559999999999995,3,1,2,94.27,-41.71,15314.040000000006
2018-03-27,-137.25,19,9,10,-59.42,-77.82999999999998,15176.790000000006
2018-03-28,-43.730000000000004,3,1,2,-27.13,-16.6,15133.060000000007
2018-04-02,120.92,6,3,3,91.76,29.159999999999997,15253.980000000007
2018-04-03,67.38000000000001,22,11,11,138.95,-71.57,15321.360000000006
2018-04-04,373.73,12,6,6,12.129999999999999,361.6,15695.090000000006
2018-04-05,-22.34999999999999,8,4,4,34.18000000000001,-56.53,15672.740000000005
2018-04-06,-104.67000000000002,8,4,4,-22.22000000000001,-82.45,15568.070000000005
2018-04-09,-116.06,16,8,8,-28.75,-87.31,15452.010000000006
2018-04-10,-61.79,3,1,2,-34.58,-27.209999999999997,15390.220000000005
2018-04-11,41.39000000000001,8,4,4,62.019999999999996,-20.63,15431.610000000004
2018-04-12,270.59999999999997,3,1,2,204.13,66.47,15702.210000000005
2018-04-13,226.09000000000003,10,5,5,82.09,144.0,15928.300000000005
2018-04-16,97.14999999999999,8,4,4,145.31999999999996,-48.17,16025.450000000004
2018-04-17,51.449999999999996,12,6,6,34.31999999999999,17.13,16076.900000000005
2018-04-18,142.92000000000002,4,2,2,-21.779999999999998,164.7,16219.820000000005
2018-04-19,-14.479999999999997,25,13,12,-4.019999999999996,-10.459999999999988,16205.340000000006
2018-04-20,-81.77,14,7,7,-43.06,-38.71000000000001,16123.570000000005
2018-04-23,-68.07000000000001,13,6,7,-22.110000000000003,-45.960000000000015,16055.500000000005
2018-04-24,177.63,3,1,2,73.19,104.44,16233.130000000005
2018-04-25,62.91,5,3,2,-23.939999999999998,86.85,16296.040000000005
2018-04-26,21.68,9,4,5,94.13,-72.44999999999999,16317.720000000005
2018-04-27,-102.53,5,2,3,-16.96,-85.57,16215.190000000004
2018-04-30,110.62,6,3,3,65.19,45.43000000000001,16325.810000000005
2018-05-02,77.35,6,3,3,1.2000000000000028,76.14999999999999,16403.160000000003
2018-05-03,83.83,2,1,1,86.73,-2.9,16486.990000000005
2018-05-07,-72.62,15,7,8,35.279999999999994,-107.9,16414.370000000006
2018-05-08,-99.55,4,2,2,-2.1000000000000005,-97.44999999999999,16314.820000000007
2018-05-09,73.13,16,8,8,129.8,-56.67,16387.950000000008
2018-05-10,96.91,1,0,1,0.0,96.91,16484.860000000008
2018-05-11,285.21,2,1,1,294.45,-9.24,16770.070000000007
2018-05-14,158.16,2,1,1,64.74,93.42,16928.230000000007
2018-05-15,190.76,8,4,4,-108.75999999999999,299.52,17118.990000000005
2018-05-16,445.26,5,3,2,264.33,180.93,17564.250000000004
2018-05-17,1.1400000000000006,6,3,3,-3.9800000000000004,5.119999999999997,17565.390000000003
2018-05-18,6.899999999999997,17,8,9,-59.25,66.14999999999999,17572.290000000005
2018-05-21,59.32,17,8,9,-57.47,116.78999999999998,17631.610000000004
2018-05-22,199.51999999999998,3,1,2,124.33,75.19,17831.130000000005
2018-05-23,-16.299999999999997,6,3,3,-67.67,51.370000000000005,17814.830000000005
2018-05-24,233.26999999999998,3,2,1,279.52,-46.25,18048.100000000006
2018-05-25,-151.82000000000002,13,7,6,-35.660000000000004,-116.16000000000003,17896.280000000006
2018-05-28,245.32,14,7,7,263.57,-18.25,18141.600000000006
2018-05-29,2.0299999999999994,9,5,4,-70.17999999999999,72.21000000000001,18143.630000000005
2018-05-30,265.91999999999996,2,1,1,285.28,-19.36,18409.550000000003
2018-05-31,33.32999999999998,3,1,2,291.32,-257.99,18442.880000000005
2018-06-01,214.85,1,0,1,0.0,214.85,18657.730000000003
2018-06-04,335.97,12,6,6,-107.58,443.55,18993.700000000004
2018-06-05,193.3,3,2,1,138.63,54.67,19187.000000000004
2018-06-06,212.93,12,6,6,156.02,56.910000000000004,19399.930000000004
2018-06-07,128.79999999999998,10,5,5,28.690000000000005,100.10999999999999,19528.730000000003
2018-06-08,23.97,6,3,3,59.089999999999996,-35.12,19552.700000000004
2018-06-11,74.46000000000001,7,4,3,-32.82,107.28,19627.160000000003
2018-06-12,-53.940000000000005,12,6,6,22.32,-76.26,19573.220000000005
2018-06-13,61.31999999999999,19,10,9,42.91,18.40999999999999,19634.540000000005
2018-06-14,-55.730000000000004,20,11,9,-40.75,-14.980000000000008,19578.810000000005
2018-06-15,80.85000000000001,5,3,2,-12.179999999999993,93.03,19659.660000000003
2018-06-18,33.64,1,1,0,33.64,0.0,19693.300000000003
2018-06-19,-49.4,2,1,1,-13.03,-36.37,19643.9
2018-06-20,13.829999999999998,15,7,8,111.89,-98.06,19657.730000000003
2018-06-21,340.99,8,4,4,109.59,231.39999999999998,19998.720000000005
2018-06-22,296.47,10,5,5,347.08000000000004,-50.61,20295.190000000006
2018-06-25,-212.36,20,10,10,-122.82000000000001,-89.53999999999999,20082.830000000005
